amount,transaction_error,age,gender,annual_income,credit_score,number_of_cards,has_chip,credit_limit,card_usage_method_Chip,card_usage_method_Contactless,card_usage_method_Online,card_usage_method_Swipe,card_brand_Amex,card_brand_Discover,card_brand_Mastercard,card_brand_Visa,card_type_Credit,card_type_Debit,card_type_Debit (Prepaid),merchant_region_Africa,merchant_region_Asia,merchant_region_Europe,merchant_region_Middle East,merchant_region_North America,merchant_region_Oceania,merchant_region_South America,merchant_region_Unknown,merchant_category_code_Financial,merchant_category_code_Government,merchant_category_code_Other,merchant_category_code_Professional_Medical,merchant_category_code_Retail,merchant_category_code_Services_Leisure,merchant_category_code_Transport_Utilities,merchant_category_code_Travel_Transport
2.583242551,0,41,1,92017,703,3,0,23500,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.90416508,0,59,1,92785,786,6,0,36982,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.331800497,0,53,0,52904,680,4,0,14700,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-4.189654742,0,31,1,44041,680,2,0,12000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.999724295,0,50,1,43294,816,7,0,12800,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.558770769,0,48,1,38611,755,5,0,2400,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.474856314,0,63,0,28828,687,4,0,6100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.371768571,0,49,0,38041,782,4,0,17564,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3.395514599,0,74,0,54013,779,8,0,41714,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.422632662,0,49,0,34449,686,3,0,14802,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.667228207,0,62,1,46075,741,3,0,62,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.115141591,0,43,0,28983,755,3,0,17013,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-4.110873864,0,69,1,99825,685,4,0,19959,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.510859507,0,50,0,46039,672,4,0,11300,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.845868268,0,43,0,39404,723,5,0,14664,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.437115986,0,35,1,28472,508,1,0,47,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.028148247,0,61,1,30984,616,4,0,4887,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4.127134385,0,55,0,31308,742,7,0,8800,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.97455964,0,39,1,44344,744,3,0,29543,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.031099417,0,28,0,28163,689,4,0,14624,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.73456958,0,37,1,67747,804,3,0,23834,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3.076851325,0,42,0,31499,782,4,0,10400,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3.796836596,0,57,0,34272,765,4,0,9900,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.615120517,0,46,1,54124,727,2,0,17309,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.778948651,0,82,0,10869,820,2,0,12764,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3.333275365,0,50,0,42886,604,1,0,2174,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-4.369447852,0,51,0,109673,505,1,0,25422,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.547881449,0,58,1,33717,698,6,0,12358,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3.518387649,0,64,0,31244,713,4,0,42,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.70837786,0,45,1,40006,621,1,0,3711,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.261935314,0,48,1,67761,745,4,0,13800,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.309321524,0,31,1,62692,698,2,0,24508,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-4.543294782,0,61,1,27733,765,3,0,10636,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.892228378,0,54,0,52062,775,4,0,11568,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.621366483,0,81,0,28644,806,7,0,16619,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.84887019,0,32,0,34531,703,4,0,10589,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.190535589,0,34,0,45388,723,1,0,49,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.284663565,0,33,0,35499,724,1,0,7900,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.209633244,0,70,1,41902,633,5,0,20759,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.477336814,0,48,0,37468,666,3,0,4660,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.7208625,1,78,1,27992,695,6,0,107,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.414372811,0,82,0,26126,697,5,0,5700,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.829944894,0,42,0,36711,739,4,0,13019,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.231989464,0,34,1,38190,810,1,0,9496,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.613006652,0,39,0,42086,784,4,0,10800,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.051958846,0,36,0,58225,685,3,0,30424,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4.564348191,0,75,1,41513,748,3,0,7589,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.427358445,0,49,1,42652,729,6,0,14056,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.48490665,0,63,1,53702,606,1,0,12047,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.461296784,0,66,0,20577,825,4,0,8638,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.234306252,0,79,0,30977,796,5,0,9000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.126973082,0,59,0,55571,636,3,0,61,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.912350665,0,31,0,67230,685,2,0,64,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.504077397,0,49,1,54587,761,6,0,12852,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.375879574,0,61,1,30359,758,2,0,6789,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.795459912,0,63,1,53702,606,1,0,12047,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.827905163,0,50,1,40246,641,5,0,14000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.767459089,0,76,0,41109,698,2,0,4488,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3.228430038,0,36,1,28007,691,4,0,5200,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.338917022,0,48,0,43084,850,3,0,21131,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.50013733,0,42,1,29422,598,1,0,18776,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.762594492,0,41,0,38874,672,3,0,12367,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.460443178,0,78,1,22290,716,6,0,1559,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.531631283,0,46,0,47395,755,2,0,19000,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.408745289,0,66,1,185909,621,5,0,97352,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.970291914,0,43,0,39404,723,5,0,14664,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.251149385,0,70,1,40189,621,1,0,2450,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.223541886,0,71,0,51703,722,7,0,35062,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-3.988984047,0,49,1,39700,701,3,0,14800,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.577696209,0,37,1,67747,804,3,0,13900,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-4.317488114,0,48,0,49967,655,1,0,25093,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.455160919,0,76,1,32817,705,6,0,10100,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.006241681,0,67,0,28357,628,2,0,6800,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.093097868,0,52,0,61532,683,4,0,18912,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.431857429,0,33,1,41069,644,3,0,28179,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.021887231,0,49,1,39700,701,3,0,16923,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.164471791,0,62,1,28988,694,4,0,9883,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.310739887,0,56,1,40848,706,2,0,13922,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4.187683103,0,81,1,32669,755,5,0,10656,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.557346064,0,71,1,40516,698,5,0,102,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.140903033,0,56,0,53966,747,1,0,13600,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4.48863637,0,42,0,31499,782,4,0,10400,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4.2930588,0,47,0,35016,732,3,0,16392,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.891998039,0,56,1,37558,778,3,0,9100,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.196948189,0,84,0,26676,733,5,0,10400,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.08876714,0,38,1,43634,786,3,0,14500,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.860940215,0,76,0,26660,721,4,0,32761,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.58514522,0,50,1,34671,786,6,0,57,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.368639426,0,52,0,79272,716,3,0,29144,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.590439381,0,56,1,30042,727,4,0,11712,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-4.007333185,0,47,1,34441,725,4,0,27447,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.026065721,0,54,1,58248,728,4,0,11900,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.908539062,0,41,1,23123,723,6,0,76,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.690564887,0,50,0,63673,591,4,0,19500,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.92316075,0,75,0,21154,705,6,0,5840,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.48490665,0,80,1,24884,850,6,0,9000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.141033005,0,83,1,22873,710,5,0,18934,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-4.007333185,0,50,0,34456,752,4,0,16868,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.45395301,0,68,1,63502,638,7,0,29465,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.344324767,0,49,1,42652,729,6,0,28166,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.815364813,0,39,0,38386,850,6,0,8400,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.626116818,0,50,1,1426,680,3,0,400,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.59511985,0,51,0,37346,680,5,0,62,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.900076104,0,59,1,51788,675,2,0,20902,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.531055369,0,40,0,35489,724,5,0,9700,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-4.465908119,0,50,0,34456,752,4,0,11121,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.87525812,0,54,0,26696,683,5,0,9513,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.237501289,0,41,1,28704,700,2,0,8100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.632104187,0,65,1,39809,775,4,0,15612,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3.786913194,0,75,0,42806,726,6,0,12100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.758109401,0,46,1,193773,660,1,0,53466,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.793390975,0,44,0,32064,709,3,0,8900,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.633895146,0,59,0,41379,681,2,0,5500,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.074481933,0,52,0,55059,735,3,0,28790,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-4.262679877,0,47,0,35016,732,3,0,3973,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-4.143134726,0,78,1,27992,695,6,0,8033,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.442201993,0,38,1,41141,683,2,0,11164,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.936910721,0,75,0,42806,726,6,0,71,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.54709867,0,45,1,112875,709,2,0,23500,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-4.59511985,0,31,1,51501,729,3,0,32269,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.010894999,0,44,1,38568,756,4,0,11300,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.178155015,0,52,0,45625,662,1,0,5900,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3.016024977,0,66,1,30265,814,4,0,6993,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.274441424,0,40,0,65053,775,2,0,34175,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.580974119,0,44,1,39898,682,3,0,14100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.781458635,0,48,0,31231,681,3,0,11310,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.574710979,0,39,1,59313,802,2,0,36920,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.17588744,0,58,1,25334,696,3,0,15240,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.671473303,0,61,1,62005,651,9,0,36309,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.5484673,0,42,0,69747,741,4,0,25740,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.910718899,0,48,1,67761,745,4,0,9700,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4.440649254,0,64,0,37898,716,5,0,9300,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.821378886,0,61,1,31505,655,4,0,4100,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.802001585,0,59,1,35854,850,2,0,14716,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.069909986,0,67,0,56542,733,6,0,20943,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.127134385,0,37,1,67747,804,3,0,23834,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.144562278,0,31,1,29433,693,3,0,10025,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.286908235,0,37,0,56248,728,4,0,79,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3.896300045,0,47,0,46763,696,3,0,12700,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.33073334,0,50,0,46039,672,4,0,13448,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.222884351,0,36,0,28489,808,4,0,1424,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.988984047,0,51,0,109673,505,1,0,25422,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.347093123,0,52,1,73920,683,1,0,43033,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.441477092,0,63,0,28828,687,4,0,6100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.696599577,0,84,1,79870,609,2,0,5200,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.261297871,0,85,1,28134,674,2,0,7338,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.882594195,0,44,0,40522,801,5,0,19086,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.620576488,0,78,0,62103,509,4,0,16722,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.938859659,0,81,1,11613,790,8,0,11994,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3.236715743,0,43,0,34869,699,2,0,11885,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.127134385,0,81,1,162709,542,3,0,35203,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
