customer_id,age,gender,country,annual_income,credit_score,number_of_cards,card_id,card_brand,card_type,has_chip,credit_limit,card_usage_method,merchant_id,merchant_city,merchant_state,postal_code,merchant_category_code,transaction_id,transaction_timestamp,amount,currency,transaction_error
cus_VIllavjYszF5Gw,67,Male,Denmark,30166,828,4,pm_1UIAE4IIYr8v36zpFntgKzZV,visa,credit,False,45591,Online,merchant_130118,Hamburg,Hamburg,16267,5812,pi_3UIAE5IIYr8v36zp1FrsjMmO,1790008677,290028,eur,
cus_VIllw1UKFnf4py,41,Male,United States,180112,825,3,pm_1UIAE6IIYr8v36zpHRt51bnt,visa,credit,False,37253,Contactless,merchant_928511,Valencia,Valencian Community,58026,5732,pi_3UIAE6IIYr8v36zp0KVRZYWq,1790008678,181063,usd,
cus_VIllnDdun36Uh0,26,Female,Netherlands,88897,850,4,pm_1UIAE7IIYr8v36zpTxJUSQcw,visa,credit,True,10290,Swipe,merchant_284456,Paris,Île-de-France,34854,5912,pi_3UIAE8IIYr8v36zp18EbZvG3,1790008680,163214,eur,
cus_VIllnmnrU68BO8,18,Female,Norway,75439,487,1,pm_1UIAE9IIYr8v36zpFCVWLid2,visa,credit,True,39256,Contactless,merchant_482930,Zurich,Zurich,26983,5541,pi_3UIAE9IIYr8v36zp1l7lohCA,1790008681,12635,eur,
cus_VIllhNlk2n6QA7,20,Male,Ireland,148068,677,5,pm_1UIAEAIIYr8v36zpuOO3G5sP,visa,credit,True,66778,Online,merchant_312929,Boston,Massachusetts,77359,4111,pi_3UIAEBIIYr8v36zp1Yh97Gij,1790008683,238866,usd,
cus_VIllYhAZp48vrD,18,Female,Germany,74781,539,2,pm_1UIAECIIYr8v36zpXIYTPVU2,visa,credit,True,45566,Chip,merchant_506960,Milan,Lombardy,55461,5732,pi_3UIAECIIYr8v36zp0T0S0fVs,1790008684,290276,usd,
cus_VIllJoApoVB9JD,71,Female,Norway,94776,648,3,pm_1UIAEEIIYr8v36zpjFCdxzDC,visa,credit,True,21593,Contactless,merchant_641815,Stockholm,Stockholm,95642,5999,pi_3UIAEEIIYr8v36zp0BWSAcoA,1790008686,113077,usd,
cus_VIllWaQxGsep8M,56,Female,Finland,168532,668,1,pm_1UIAEFIIYr8v36zpC6PwoEqT,visa,credit,False,21321,Online,merchant_518447,Prague,Prague,50968,5912,pi_3UIAEGIIYr8v36zp0WcL50SH,1790008688,423307,eur,
cus_VIllONgkfQcUrn,54,Female,Norway,65733,441,3,pm_1UIAEHIIYr8v36zpL1HBnDWD,visa,credit,False,6133,Online,merchant_940706,Houston,Texas,12823,5912,pi_3UIAEIIIYr8v36zp15q51GYy,1790008690,63819,eur,
cus_VIlluvyb9BjwcH,50,Female,Germany,123494,850,1,pm_1UIAEJIIYr8v36zpNWVAaCHl,visa,credit,False,96315,Chip,merchant_854124,Barcelona,Catalonia,49853,5912,pi_3UIAEJIIYr8v36zp1pD2EYHq,1790008691,312401,usd,
cus_VIllMStFCCu4eW,51,Female,Norway,30888,494,1,pm_1UIAEKIIYr8v36zp5yKYw95V,visa,credit,False,49520,Swipe,merchant_722615,Los Angeles,California,58684,4111,pi_3UIAELIIYr8v36zp0iSIWLPH,1790008693,452745,eur,
cus_VIllwMQem9Pmu0,64,Male,Portugal,82855,448,5,pm_1UIAEMIIYr8v36zpHpbqS041,visa,credit,True,25506,Contactless,merchant_225320,Copenhagen,Capital Region,78879,5812,pi_3UIAEMIIYr8v36zp1GtJvxgN,1790008694,120638,usd,
cus_VIll52MaooBtwl,31,Male,United States,164375,325,4,pm_1UIAENIIYr8v36zpoVVHBkrr,visa,credit,True,71562,Swipe,merchant_403313,Hamburg,Hamburg,25759,5411,pi_3UIAEOIIYr8v36zp14oWSadq,1790008696,420063,usd,
cus_VIllHevsS9anaP,47,Female,Norway,94361,416,4,pm_1UIAEPIIYr8v36zpQrsN0G2B,visa,credit,False,99620,Swipe,merchant_757390,Milan,Lombardy,24550,5999,pi_3UIAEPIIYr8v36zp0fBRYOTK,1790008697,21231,eur,
cus_VIllVBcNGB9fCH,51,Male,United States,94553,512,1,pm_1UIAEQIIYr8v36zp8NlyDNrY,visa,credit,False,47765,Swipe,merchant_299847,Valencia,Valencian Community,74420,5311,pi_3UIAERIIYr8v36zp1a3wEHs2,1790008699,343244,eur,
cus_VIlmKop5dpiw3Z,51,Female,Netherlands,145185,562,1,pm_1UIAESIIYr8v36zpSq6pr6Ib,visa,credit,True,99187,Online,merchant_922532,New York,New York,26736,5411,pi_3UIAESIIYr8v36zp16HntjWn,1790008701,166879,eur,
cus_VIlmAObxgoZRTX,74,Female,France,20204,400,3,pm_1UIAEUIIYr8v36zpYzp3gTcq,visa,credit,False,93846,Contactless,merchant_345127,Los Angeles,California,51874,5912,pi_3UIAEUIIYr8v36zp0emmWgk0,1790008702,362456,eur,
cus_VIlmvr9bAwKQ4h,60,Male,Finland,184934,794,2,pm_1UIAEVIIYr8v36zpUSE9eUYT,visa,credit,False,63166,Online,merchant_418429,Helsinki,Uusimaa,92651,5411,pi_3UIAEWIIYr8v36zp1CaAMZvJ,1790008704,481431,usd,
cus_VIlm6WcDsf64t6,21,Female,Poland,141133,604,4,pm_1UIAEXIIYr8v36zpCiggyxWE,visa,credit,False,30034,Chip,merchant_460714,Stockholm,Stockholm,89949,5411,pi_3UIAEYIIYr8v36zp0Dc0XDWE,1790008706,284379,eur,
cus_VIlmbEdONg6Eww,68,Male,Switzerland,81113,724,5,pm_1UIAEZIIYr8v36zpa09QKDv4,visa,credit,True,42630,Chip,merchant_868045,Milan,Lombardy,96940,4111,pi_3UIAEZIIYr8v36zp07ft6oau,1790008707,286300,usd,
cus_VIlmkB3agu3B8x,19,Female,Poland,185409,826,5,pm_1UIAEaIIYr8v36zpkAmgFJHK,visa,credit,True,8939,Chip,merchant_480881,Dublin,Leinster,46702,5812,pi_3UIAEbIIYr8v36zp1FAWkZK1,1790008709,74459,eur,
cus_VIlmSMyFKXduAC,37,Male,United States,115168,454,4,pm_1UIAEcIIYr8v36zpUhDmf0uQ,visa,credit,False,33089,Contactless,merchant_103636,Geneva,Geneva,10173,5999,pi_3UIAEcIIYr8v36zp0eI9tNAT,1790008710,336504,eur,
cus_VIlmC2YssHCE8s,20,Female,Czech Republic,74384,412,4,pm_1UIAEeIIYr8v36zpupKRUgfD,visa,credit,True,69228,Swipe,merchant_582812,Vienna,Vienna,93346,5999,pi_3UIAEeIIYr8v36zp0OdK7MUD,1790008712,210866,eur,
cus_VIlmX9OiaggfS9,40,Female,Poland,144180,449,3,pm_1UIAEgIIYr8v36zpK2pDh8lC,visa,credit,False,76635,Chip,merchant_965159,Geneva,Geneva,44456,5541,pi_3UIAEgIIYr8v36zp1xRWXUYS,1790008714,208767,usd,
cus_VIlmHaFvfpQt4o,52,Male,Poland,75584,472,1,pm_1UIAEhIIYr8v36zpeZUdMnvV,visa,credit,True,62263,Swipe,merchant_373002,Porto,Porto,29312,5812,pi_3UIAEhIIYr8v36zp0bIU6TML,1790008715,319856,eur,
cus_VIlmXX06ul3J8W,57,Male,Denmark,121022,816,4,pm_1UIAEjIIYr8v36zpiCfXyrs7,visa,credit,True,24435,Swipe,merchant_697933,Zurich,Zurich,83982,5732,pi_3UIAEjIIYr8v36zp0u47qR14,1790008717,208978,usd,
cus_VIlm1ynxZNvgXR,26,Female,Denmark,86611,508,3,pm_1UIAEkIIYr8v36zpfNRbW3Re,visa,credit,True,17632,Chip,merchant_590599,Milan,Lombardy,97353,5999,pi_3UIAEkIIYr8v36zp0tnXGeLY,1790008718,470115,eur,
cus_VIlmIRr17Ud0qw,34,Female,Luxembourg,57222,304,2,pm_1UIAElIIYr8v36zpC0eBjq7o,visa,credit,False,31902,Swipe,merchant_908686,Seattle,Washington,17197,5732,pi_3UIAEmIIYr8v36zp1fH1WPrJ,1790008720,288983,usd,
cus_VIlmW8dl0Qfoaj,54,Male,Norway,86766,831,5,pm_1UIAEnIIYr8v36zp3n8dqSSo,visa,credit,False,19655,Contactless,merchant_545119,Geneva,Geneva,16130,5541,pi_3UIAEnIIYr8v36zp0FcpzlrQ,1790008721,4306,usd,
cus_VIlmlPsmjzfCJM,80,Male,United States,130250,508,2,pm_1UIAEoIIYr8v36zp9UNVRleE,visa,credit,False,3320,Chip,merchant_183672,Brussels,Brussels,89888,5311,pi_3UIAEpIIYr8v36zp1lq6z9tG,1790008723,127656,eur,
cus_VIlmJrUCwXOeH5,34,Female,Norway,109867,506,4,pm_1UIAEqIIYr8v36zp9hAZ7PAL,visa,credit,False,69640,Contactless,merchant_488007,Madrid,Community of Madrid,38991,5912,pi_3UIAEqIIYr8v36zp0uzIFhoN,1790008724,317571,usd,
cus_VIlm5gRRS6PHf4,63,Male,Italy,81871,527,2,pm_1UIAEsIIYr8v36zp1pi5vBqW,visa,credit,False,54450,Swipe,merchant_588336,Warsaw,Masovian,60007,5999,pi_3UIAEsIIYr8v36zp0FfpVKof,1790008726,498781,usd,
cus_VIlmVXd0LCPHUE,69,Male,Belgium,25249,767,1,pm_1UIAEtIIYr8v36zpTzq5fAhX,visa,credit,False,50851,Swipe,merchant_609787,Amsterdam,North Holland,63870,4111,pi_3UIAEuIIYr8v36zp05LEe8Em,1790008728,83110,usd,
cus_VIlmOSArWdCyda,64,Male,Luxembourg,187522,637,1,pm_1UIAEvIIYr8v36zp53aHy6aI,visa,credit,False,31376,Swipe,merchant_792507,Helsinki,Uusimaa,19617,5912,pi_3UIAEvIIYr8v36zp1HorPrkL,1790008729,42227,usd,
cus_VIlmrB3eQM9q9y,76,Male,Portugal,93012,443,5,pm_1UIAEwIIYr8v36zpaxU0vSIu,visa,credit,True,61101,Online,merchant_291217,Oslo,Oslo,42106,5999,pi_3UIAExIIYr8v36zp04zGjti6,1790008731,467132,usd,
cus_VIlmAvNHUA61ft,43,Male,Netherlands,154845,734,2,pm_1UIAEyIIYr8v36zpqNzafnln,visa,credit,False,85600,Online,merchant_754472,Porto,Porto,66455,5541,pi_3UIAEzIIYr8v36zp04scz3lf,1790008733,352725,usd,
cus_VIlmRVfBUvg5iH,70,Female,Portugal,64421,842,1,pm_1UIAF0IIYr8v36zpCsyc64yv,visa,credit,True,71044,Chip,merchant_709001,Vienna,Vienna,63355,5912,pi_3UIAF0IIYr8v36zp0fq821G4,1790008734,142420,usd,
cus_VIlmfG9hB4PZky,45,Male,Spain,193823,741,5,pm_1UIAF1IIYr8v36zpI2vszksC,visa,credit,True,82261,Online,merchant_931490,Hamburg,Hamburg,54385,5411,pi_3UIAF2IIYr8v36zp0vtg1V1C,1790008736,372132,usd,
cus_VIlmnz5wPrJZp0,35,Female,Czech Republic,144661,693,2,pm_1UIAF3IIYr8v36zp1zcnLnhe,visa,credit,True,21577,Chip,merchant_343708,Brussels,Brussels,42353,5732,pi_3UIAF3IIYr8v36zp14eu43ZS,1790008737,328678,eur,
cus_VIlmWhaZGnRCpP,47,Male,Finland,117226,411,3,pm_1UIAF5IIYr8v36zpNUe6mZt9,visa,credit,True,35417,Swipe,merchant_792902,Milan,Lombardy,75144,4111,pi_3UIAF5IIYr8v36zp1D1C2Er1,1790008739,257621,usd,
cus_VIlmsZ58VFffTO,67,Male,Czech Republic,151500,729,1,pm_1UIAF6IIYr8v36zpWYKKEs7M,visa,credit,False,9499,Chip,merchant_945080,Miami,Florida,78736,5732,pi_3UIAF7IIYr8v36zp1H6EkXQh,1790008741,249760,eur,
cus_VIlmEjOouiUESP,79,Female,Sweden,105251,371,3,pm_1UIAF8IIYr8v36zpAZxfGTaj,visa,credit,True,43310,Chip,merchant_478440,Lisbon,Lisbon,59949,5812,pi_3UIAF8IIYr8v36zp1KTcigS6,1790008742,459826,usd,
cus_VIlmhKcDgkGOSA,38,Female,Germany,75053,677,2,pm_1UIAF9IIYr8v36zp9zvV7QKX,visa,credit,False,2005,Contactless,merchant_695339,Lisbon,Lisbon,90806,5812,pi_3UIAFAIIYr8v36zp0joWvIZI,1790008744,147576,usd,
cus_VIlmiUsNG7xIvQ,38,Female,Belgium,156931,391,4,pm_1UIAFBIIYr8v36zpnFc0whdh,visa,credit,False,93727,Online,merchant_272725,Valencia,Valencian Community,84585,5541,pi_3UIAFBIIYr8v36zp0RSQOmDG,1790008745,5159,eur,
cus_VIlmitPA4DiVJQ,20,Male,Ireland,47195,411,1,pm_1UIAFCIIYr8v36zp6ADEn5M5,visa,credit,False,19263,Chip,merchant_436565,Dublin,Leinster,51329,5732,pi_3UIAFDIIYr8v36zp0e0FNDLW,1790008747,381805,usd,
cus_VIlmBbhs4wNJdG,58,Male,Germany,21976,499,1,pm_1UIAFEIIYr8v36zp8ITJSSxa,visa,credit,True,51338,Contactless,merchant_771454,Stockholm,Stockholm,12906,5411,pi_3UIAFEIIYr8v36zp1e4jzgwc,1790008748,74290,usd,
cus_VIlmAW3aw5BYz9,18,Female,Netherlands,128066,627,4,pm_1UIAFFIIYr8v36zpOOxPj6AX,visa,credit,False,69793,Contactless,merchant_722309,Amsterdam,North Holland,94933,5311,pi_3UIAFGIIYr8v36zp1joFdcer,1790008750,406025,eur,
cus_VIlmqNQN1ZuAZF,23,Female,Switzerland,121903,518,5,pm_1UIAFHIIYr8v36zpy2c4NH59,visa,credit,False,21388,Online,merchant_183866,Madrid,Community of Madrid,60084,5311,pi_3UIAFHIIYr8v36zp0m5wwclw,1790008751,70516,eur,
cus_VIlmyA0lRYKzgz,38,Male,Netherlands,42996,505,1,pm_1UIAFIIIYr8v36zpTRSLrrxO,visa,credit,False,14892,Online,merchant_704894,Valencia,Valencian Community,71839,5812,pi_3UIAFJIIYr8v36zp1iDKV49H,1790008753,298538,usd,
cus_VIlmtlyZvlYO2e,80,Female,Spain,188995,398,5,pm_1UIAFKIIYr8v36zpr3mj62gX,visa,credit,True,92138,Online,merchant_206349,Vienna,Vienna,76720,5411,pi_3UIAFLIIYr8v36zp0mnYaCWm,1790008755,271886,eur,
cus_VIlmYbBALVa4eX,58,Male,Poland,104797,308,2,pm_1UIAFMIIYr8v36zpO5j6vicp,visa,credit,False,36860,Contactless,merchant_646656,Paris,Île-de-France,23044,4111,pi_3UIAFMIIYr8v36zp1AwMPyfK,1790008756,13139,eur,
cus_VIlmJ2hsQyrlPx,54,Female,Ireland,120794,467,2,pm_1UIAFNIIYr8v36zpwk805xKv,visa,credit,False,98477,Online,merchant_269329,Lisbon,Lisbon,18621,4111,pi_3UIAFOIIYr8v36zp0avZX1zA,1790008758,309202,usd,
cus_VIlmwrGExdaDgp,41,Male,United States,65683,690,5,pm_1UIAFPIIYr8v36zpq35ZftLb,visa,credit,True,71867,Chip,merchant_519209,Valencia,Valencian Community,14106,5411,pi_3UIAFPIIYr8v36zp09JtfBN5,1790008759,211039,eur,
cus_VIln13v4BYY1y0,38,Female,Ireland,41742,569,5,pm_1UIAFQIIYr8v36zpQsRdiEpu,visa,credit,False,18442,Online,merchant_218008,Milan,Lombardy,67809,5912,pi_3UIAFRIIYr8v36zp0i55Me8o,1790008761,247269,eur,
cus_VIlnvwmSJxFro2,30,Male,Czech Republic,60563,626,2,pm_1UIAFSIIYr8v36zp0g1eMydZ,visa,credit,True,47695,Online,merchant_780391,Miami,Florida,98155,5732,pi_3UIAFTIIYr8v36zp0UpN2wlP,1790008763,131882,eur,
cus_VIlny3DFPr2ywb,51,Female,Poland,117535,765,1,pm_1UIAFUIIYr8v36zp67L7xBrJ,visa,credit,False,71232,Online,merchant_747079,Houston,Texas,32596,5732,pi_3UIAFUIIYr8v36zp0ZAWx5X4,1790008764,253101,eur,
cus_VIlnECtEj6iJsG,36,Male,Portugal,26814,403,1,pm_1UIAFVIIYr8v36zpPmExaSUj,visa,credit,True,32937,Swipe,merchant_710248,Boston,Massachusetts,57816,4111,pi_3UIAFWIIYr8v36zp1s1eeUHJ,1790008766,350749,eur,
cus_VIlndlUba08Nz8,77,Male,Czech Republic,102755,684,2,pm_1UIAFXIIYr8v36zphimFwCtM,visa,credit,False,13431,Contactless,merchant_262717,Copenhagen,Capital Region,33064,4111,pi_3UIAFXIIYr8v36zp1yzruXZa,1790008767,193529,eur,
cus_VIlnj71z4r82t8,62,Male,Austria,148116,762,1,pm_1UIAFYIIYr8v36zplQXMkWbg,visa,credit,True,8343,Online,merchant_212270,Barcelona,Catalonia,73901,5812,pi_3UIAFZIIYr8v36zp05e8HseX,1790008769,295477,eur,
cus_VIln4BLr5n9pIw,56,Male,Netherlands,187340,411,1,pm_1UIAFaIIYr8v36zp7u8pmWgc,visa,credit,False,68300,Contactless,merchant_609570,Marseille,Provence-Alpes-Côte d'Azur,90138,5541,pi_3UIAFaIIYr8v36zp0hfDii6p,1790008770,39444,eur,
cus_VIlnx9SZsuUK7o,49,Male,Ireland,173669,651,1,pm_1UIAFcIIYr8v36zphqkuOpTR,visa,credit,True,48439,Online,merchant_153182,Rome,Lazio,89508,5411,pi_3UIAFcIIYr8v36zp0GRfDbCp,1790008772,423267,eur,
cus_VIlnNFVYDcRxM4,30,Male,Spain,97711,411,1,pm_1UIAFdIIYr8v36zpoBEHeork,visa,credit,False,96748,Online,merchant_510439,Madrid,Community of Madrid,99555,5912,pi_3UIAFeIIYr8v36zp0ICuiWpe,1790008774,384041,usd,
cus_VIlnkIFRF08jXh,44,Female,Sweden,63121,629,4,pm_1UIAFfIIYr8v36zpP6yPsxtv,visa,credit,True,96678,Swipe,merchant_110292,Miami,Florida,30115,5732,pi_3UIAFfIIYr8v36zp1xcUJRCk,1790008775,209802,eur,
cus_VIln6AbNaxHjjN,31,Female,Denmark,192931,470,2,pm_1UIAFhIIYr8v36zptZz3BraF,visa,credit,False,37235,Online,merchant_542048,Dublin,Leinster,88948,5411,pi_3UIAFhIIYr8v36zp1fluRkBk,1790008777,297523,usd,
cus_VIlnpidPOhwwCV,33,Female,Czech Republic,71219,430,5,pm_1UIAFiIIYr8v36zpNoT0La4M,visa,credit,False,35402,Online,merchant_810495,Oslo,Oslo,93367,5411,pi_3UIAFjIIYr8v36zp0K2lGTNe,1790008779,14195,usd,
cus_VIlnyaSSeofLhh,72,Male,Spain,81490,473,5,pm_1UIAFkIIYr8v36zpJPK2w2Nz,visa,credit,True,68820,Swipe,merchant_314471,Zurich,Zurich,74310,5812,pi_3UIAFkIIYr8v36zp0O11UJaX,1790008780,290204,usd,
cus_VIln39slvou0ZR,25,Male,Ireland,73818,832,4,pm_1UIAFmIIYr8v36zp11ycdqQ2,visa,credit,True,21149,Online,merchant_577784,Geneva,Geneva,26638,4111,pi_3UIAFmIIYr8v36zp1Qn1ivoq,1790008782,486677,usd,
cus_VIlnrinJ2GNj8a,61,Male,France,190823,483,4,pm_1UIAFnIIYr8v36zptg90PZsY,visa,credit,False,15222,Online,merchant_610874,Barcelona,Catalonia,33558,5912,pi_3UIAFoIIYr8v36zp12fLe857,1790008784,48110,usd,
cus_VIlnzhWxl9zF3J,41,Female,Denmark,79198,315,1,pm_1UIAFpIIYr8v36zpnSRposFB,visa,credit,False,36231,Online,merchant_793633,Warsaw,Masovian,54733,5999,pi_3UIAFpIIYr8v36zp1F7mCBX1,1790008785,96997,eur,
cus_VIln5M6ZWkO7hx,35,Male,Luxembourg,194670,592,1,pm_1UIAFqIIYr8v36zp3hD55hEM,visa,credit,True,49088,Online,merchant_164641,Milan,Lombardy,85877,5311,pi_3UIAFrIIYr8v36zp0gezZpH2,1790008787,278984,eur,
cus_VIlnACAnnCH0ty,28,Female,Czech Republic,176964,570,4,pm_1UIAFsIIYr8v36zpwhPYgL2z,visa,credit,False,30957,Swipe,merchant_934304,Lisbon,Lisbon,14574,5541,pi_3UIAFsIIYr8v36zp1Ritc6GF,1790008788,311003,usd,
cus_VIlnYQNpz3ChFn,75,Male,Czech Republic,70785,588,3,pm_1UIAFuIIYr8v36zpUAUh43a8,visa,credit,False,44201,Online,merchant_576034,Los Angeles,California,73589,5311,pi_3UIAFuIIYr8v36zp1sx8SIE1,1790008790,126073,eur,
cus_VIlngn5JaHIL1K,25,Female,Denmark,182584,368,2,pm_1UIAFwIIYr8v36zpeKl8iV3R,visa,credit,True,44142,Swipe,merchant_319948,Marseille,Provence-Alpes-Côte d'Azur,85519,5411,pi_3UIAFwIIYr8v36zp1oQwtKpj,1790008792,15250,eur,
cus_VIlnCFAM0Wm8Fv,26,Male,Poland,129459,470,3,pm_1UIAFxIIYr8v36zpv2CxQbVE,visa,credit,False,7328,Chip,merchant_139611,Munich,Bavaria,28261,5541,pi_3UIAFyIIYr8v36zp0AxzVubt,1790008794,41323,eur,
cus_VIlnFpJyjQB9Xm,27,Female,Switzerland,170992,438,5,pm_1UIAFzIIYr8v36zpuOgbSyoJ,visa,credit,False,6184,Online,merchant_237286,Dublin,Leinster,54066,5812,pi_3UIAFzIIYr8v36zp1GVfB9c7,1790008795,143409,eur,
cus_VIln9KGJz20HIF,22,Female,Belgium,65876,558,5,pm_1UIAG0IIYr8v36zp5E3wpB8t,visa,credit,True,76695,Chip,merchant_591082,Prague,Prague,14526,5411,pi_3UIAG1IIYr8v36zp1RrAxk7f,1790008797,433198,eur,
cus_VIlno4TZpFTaaL,33,Female,Denmark,167291,696,4,pm_1UIAG2IIYr8v36zpuPB3c01e,visa,credit,False,57165,Swipe,merchant_799673,Lyon,Auvergne-Rhône-Alpes,79794,5411,pi_3UIAG2IIYr8v36zp1H93fWG2,1790008798,38352,usd,
cus_VIlnbX678TN9b3,50,Female,Sweden,77874,377,5,pm_1UIAG3IIYr8v36zpw6Wx40Kr,visa,credit,False,64840,Contactless,merchant_452942,Oslo,Oslo,38011,5999,pi_3UIAG4IIYr8v36zp0KdB7x0A,1790008800,387737,eur,
cus_VIlnUTtH27kX82,77,Female,Netherlands,140377,772,5,pm_1UIAG5IIYr8v36zp0wWaO2Pc,visa,credit,False,7826,Swipe,merchant_338180,Madrid,Community of Madrid,60127,5912,pi_3UIAG6IIYr8v36zp0nUyX0bw,1790008802,95015,eur,
cus_VIlnKx5oZgrNRW,25,Male,Poland,29878,454,5,pm_1UIAG7IIYr8v36zpVfKXTOFF,visa,credit,False,59153,Swipe,merchant_640021,Paris,Île-de-France,11786,5311,pi_3UIAG7IIYr8v36zp0afBETLm,1790008803,335447,usd,
cus_VIlnNuJntQ8Lxw,54,Male,Switzerland,193639,610,2,pm_1UIAG9IIYr8v36zphVA7q5io,visa,credit,True,68872,Chip,merchant_626775,Houston,Texas,20015,5912,pi_3UIAG9IIYr8v36zp0ZjaQK9x,1790008805,401292,usd,
cus_VIlnjfPv2PlGts,40,Male,United States,158048,499,4,pm_1UIAGBIIYr8v36zpDSJXYOTa,visa,credit,True,92864,Contactless,merchant_702907,Helsinki,Uusimaa,21089,5541,pi_3UIAGBIIYr8v36zp17awtd2n,1790008807,73800,usd,
cus_VIlnXmbzI4jpwG,36,Male,Luxembourg,63942,638,5,pm_1UIAGCIIYr8v36zpsYH4O8Xf,visa,credit,False,18111,Online,merchant_503753,Naples,Campania,78152,5411,pi_3UIAGCIIYr8v36zp1ENrvOOM,1790008808,135790,eur,
cus_VIlnOkEHkeNE4s,59,Female,Norway,142325,804,1,pm_1UIAGEIIYr8v36zpDrzYXL1u,visa,credit,False,98848,Online,merchant_900173,Zurich,Zurich,32225,5411,pi_3UIAGEIIYr8v36zp0Ep7xec7,1790008810,232952,eur,
cus_VIlns2ZWoyXzoy,72,Female,Belgium,187401,742,2,pm_1UIAGFIIYr8v36zpTfdN3vOZ,visa,credit,True,36765,Chip,merchant_920261,Zurich,Zurich,59178,5812,pi_3UIAGGIIYr8v36zp0o7Sge31,1790008812,43777,usd,
cus_VIlng24TwaanTf,58,Female,United States,168436,816,2,pm_1UIAGHIIYr8v36zpA5kfInIL,visa,credit,True,26486,Online,merchant_297387,Boston,Massachusetts,13209,5732,pi_3UIAGHIIYr8v36zp09Rp4ahA,1790008813,68226,usd,
cus_VIlnGJkbMhsbJD,80,Male,Switzerland,149596,733,3,pm_1UIAGIIIYr8v36zpui5XETDv,visa,credit,False,80329,Online,merchant_643716,Lyon,Auvergne-Rhône-Alpes,76676,5541,pi_3UIAGJIIYr8v36zp1eOsFPMX,1790008815,167172,eur,
cus_VIlnQH3mctmLzf,36,Male,Sweden,124674,471,4,pm_1UIAGKIIYr8v36zpFIgVDJsw,visa,credit,False,65695,Chip,merchant_169031,Prague,Prague,36205,5411,pi_3UIAGKIIYr8v36zp0pIRUiXz,1790008816,244598,eur,
cus_VIln4ZPsuazf51,37,Female,Belgium,196826,379,2,pm_1UIAGLIIYr8v36zpOXzA6CFm,visa,credit,True,38687,Chip,merchant_555760,Boston,Massachusetts,23256,5541,pi_3UIAGMIIYr8v36zp1j3oUztf,1790008818,296752,usd,
