customer_id,age,gender,country,annual_income,credit_score,number_of_cards,card_id,card_brand,card_type,has_chip,credit_limit,card_usage_method,merchant_id,merchant_city,merchant_state,postal_code,merchant_category_code,transaction_id,transaction_timestamp,amount,currency,transaction_error
cus_VImNfGSdVqgP8x,38,Male,United States,157717,462,3,pm_1UIAoqIIYr8v36zp7FFmGPJu,visa,credit,True,23764,Contactless,merchant_238061,Milan,Lombardy,65832,5912,pi_3UIAoqIIYr8v36zp0AlK1NGD,1790010957,107613,usd,
cus_VImNBRs8ePxmKL,18,Female,Czech Republic,87222,797,1,pm_1UIAosIIYr8v36zpC5AG9GcF,visa,credit,True,35346,Chip,merchant_915032,Warsaw,Masovian,70835,5541,pi_3UIAosIIYr8v36zp0g0bQCQe,1790010958,323972,eur,
cus_VImNZdoyMtGmW9,54,Female,Italy,36908,308,2,pm_1UIAotIIYr8v36zpW7qhIKwP,visa,credit,True,97897,Chip,merchant_234902,Porto,Porto,86817,5732,pi_3UIAouIIYr8v36zp1nGwT8iQ,1790010960,207021,usd,
cus_VImNasHWpBS81H,37,Female,Germany,195737,685,5,pm_1UIAovIIYr8v36zpHAQBP2Mr,visa,credit,True,96495,Online,merchant_570389,Barcelona,Catalonia,83626,5411,pi_3UIAowIIYr8v36zp0JUwzbqI,1790010962,43301,usd,
cus_VImNQ9Hc6KpDKs,25,Male,Sweden,93774,375,4,pm_1UIAoxIIYr8v36zp9A6C6OGQ,visa,credit,True,89001,Online,merchant_948231,Seattle,Washington,48840,5411,pi_3UIAoyIIYr8v36zp19XOWzhI,1790010964,216464,eur,
cus_VImNcE6F3wJBCc,51,Male,Belgium,52632,528,1,pm_1UIAozIIYr8v36zpgLihF5Nt,visa,credit,True,30655,Chip,merchant_198858,Amsterdam,North Holland,79328,5541,pi_3UIAozIIYr8v36zp0Kp6VyhH,1790010965,130813,eur,
cus_VImNttKMlZSFJH,45,Male,Portugal,95815,343,3,pm_1UIAp0IIYr8v36zpovfX9oe9,visa,credit,True,96529,Online,merchant_713563,Geneva,Geneva,30481,5999,pi_3UIAp1IIYr8v36zp0N3Yzk26,1790010967,195836,eur,
cus_VImNJoPsqu5Xno,19,Male,Italy,141848,357,3,pm_1UIAp2IIYr8v36zpLdlDmiWC,visa,credit,True,24053,Online,merchant_707307,Marseille,Provence-Alpes-Côte d'Azur,67654,5311,pi_3UIAp2IIYr8v36zp197gdo9Z,1790010968,180296,usd,
cus_VImNrz96PGa4NP,37,Female,Switzerland,153115,609,5,pm_1UIAp3IIYr8v36zpaY1vfyUN,visa,credit,True,42408,Online,merchant_387937,Zurich,Zurich,73246,5732,pi_3UIAp4IIYr8v36zp0ZFVRR57,1790010970,132465,eur,
cus_VImNdJChDJafEX,36,Female,Czech Republic,115873,579,4,pm_1UIAp5IIYr8v36zphpeZwvwd,visa,credit,False,3973,Chip,merchant_152451,Vienna,Vienna,82855,5732,pi_3UIAp6IIYr8v36zp0aA6fHFy,1790010972,271520,eur,
cus_VImNUp7BLEKYMa,65,Female,Belgium,106881,341,5,pm_1UIAp7IIYr8v36zpyu8zMlV7,visa,credit,False,57138,Contactless,merchant_752710,Munich,Bavaria,43607,5912,pi_3UIAp7IIYr8v36zp0EMB7hY1,1790010973,44006,eur,
cus_VImN58wrAR8y7Q,39,Female,Spain,71373,560,1,pm_1UIAp9IIYr8v36zp7l7nkLey,visa,credit,False,70913,Chip,merchant_287212,Oslo,Oslo,14903,5732,pi_3UIAp9IIYr8v36zp0jaWy1mA,1790010975,16051,usd,
cus_VImNu4pWm96hEp,73,Male,Italy,28554,505,4,pm_1UIApAIIYr8v36zp06GpqBqv,visa,credit,False,83169,Swipe,merchant_542151,Naples,Campania,25788,5311,pi_3UIApBIIYr8v36zp1ga53f1n,1790010977,91638,usd,
cus_VImNCF6xQieHmg,21,Female,Austria,111015,382,1,pm_1UIApCIIYr8v36zp7S8vU7ae,visa,credit,True,66401,Swipe,merchant_997774,Prague,Prague,91630,5541,pi_3UIApDIIYr8v36zp0KfXzz4K,1790010979,68004,usd,
cus_VImN5OSFWWrkQ7,66,Female,France,27966,414,3,pm_1UIApEIIYr8v36zpq6Xp0XgV,visa,credit,False,83292,Online,merchant_436860,Barcelona,Catalonia,36184,5812,pi_3UIApEIIYr8v36zp1cOhG9Ij,1790010980,497452,usd,
cus_VImOXoAINa9pYT,80,Male,Sweden,69653,441,1,pm_1UIApGIIYr8v36zpldUT9a64,visa,credit,False,14106,Chip,merchant_226131,Prague,Prague,17058,5541,pi_3UIApGIIYr8v36zp0RLT7YXV,1790010982,32220,eur,
cus_VImOClMMx5bDIs,31,Female,Switzerland,117555,323,3,pm_1UIApIIIYr8v36zpSp78AgUE,visa,credit,True,14370,Swipe,merchant_375160,Rome,Lazio,52027,4111,pi_3UIApIIIYr8v36zp0NWYClmG,1790010984,3640,usd,
cus_VImOURjFc5cYAi,44,Female,Italy,195746,836,1,pm_1UIApJIIYr8v36zpuz6byEEp,visa,credit,False,95407,Contactless,merchant_514569,Stockholm,Stockholm,32044,5812,pi_3UIApKIIYr8v36zp0Vj2UZXk,1790010986,9032,usd,
cus_VImOgolWGefQGu,77,Male,Switzerland,79459,814,2,pm_1UIApLIIYr8v36zpgJZaDWwx,visa,credit,False,41010,Swipe,merchant_468456,New York,New York,60432,5311,pi_3UIApLIIYr8v36zp1O9WlJJW,1790010987,16712,usd,
cus_VImOdiyx3IJZ51,19,Female,Switzerland,38382,406,5,pm_1UIApNIIYr8v36zp2XlWMjT7,visa,credit,True,97315,Online,merchant_953945,Copenhagen,Capital Region,75826,5411,pi_3UIApNIIYr8v36zp0k6vHMk1,1790010989,67367,usd,
cus_VImOBlK3HmUfSx,52,Male,Spain,61763,485,1,pm_1UIApOIIYr8v36zpgF07IDra,visa,credit,False,74873,Swipe,merchant_674792,Seattle,Washington,39411,5999,pi_3UIApPIIYr8v36zp1NQcA5A4,1790010991,480177,eur,
cus_VImOHP0LA4ZvYh,65,Male,Norway,124037,589,1,pm_1UIApQIIYr8v36zppdDP6TjM,visa,credit,True,96655,Online,merchant_116744,Berlin,Berlin,95167,5411,pi_3UIApQIIYr8v36zp0UoGVxht,1790010992,486135,eur,
cus_VImOqnILXKcZOE,77,Male,Norway,84227,432,1,pm_1UIApSIIYr8v36zpIPV6Enf4,visa,credit,True,31672,Chip,merchant_554143,New York,New York,97133,5311,pi_3UIApSIIYr8v36zp1JbQiS0I,1790010994,45494,eur,
cus_VImOkcNzks3OB5,43,Male,Switzerland,83740,773,4,pm_1UIApTIIYr8v36zpTu1cQCbn,visa,credit,True,68345,Contactless,merchant_204172,Seattle,Washington,92959,5732,pi_3UIApUIIYr8v36zp0do4aQLT,1790010996,374993,usd,
cus_VImOWAqVXop1Kk,60,Female,United States,95854,503,5,pm_1UIApVIIYr8v36zpha2ygrpl,visa,credit,False,82561,Contactless,merchant_166428,Boston,Massachusetts,31054,5732,pi_3UIApVIIYr8v36zp0jwBEpUx,1790010997,343685,usd,
cus_VImOUGQ7VFlwLC,57,Male,Germany,82514,649,2,pm_1UIApWIIYr8v36zpVcL4kQuy,visa,credit,True,51126,Chip,merchant_533263,Zurich,Zurich,49498,5541,pi_3UIApXIIYr8v36zp1S4K1rsu,1790010999,18608,usd,
cus_VImOBp8FXfC6I6,42,Female,Denmark,171620,804,1,pm_1UIApYIIYr8v36zpmrsm3PBR,visa,credit,True,44088,Online,merchant_678911,Dublin,Leinster,83598,5732,pi_3UIApYIIYr8v36zp0tfefXP7,1790011000,298034,usd,
cus_VImOu9oQPFQoDK,46,Female,France,171424,390,1,pm_1UIApaIIYr8v36zpEJJd98RE,visa,credit,True,84293,Contactless,merchant_825023,Geneva,Geneva,71749,5411,pi_3UIApaIIYr8v36zp12GGtfGh,1790011002,185760,usd,
cus_VImOvg9YzQfiPR,62,Male,Austria,69134,636,2,pm_1UIApbIIYr8v36zp7fcRvmU0,visa,credit,True,82558,Chip,merchant_101235,Stockholm,Stockholm,46640,5999,pi_3UIApbIIYr8v36zp056V6XPr,1790011004,325983,usd,
cus_VImOcpV5ew5Rw9,45,Male,Luxembourg,69446,846,3,pm_1UIApdIIYr8v36zp5YPvPH4N,visa,credit,True,70790,Chip,merchant_946601,Houston,Texas,54340,5812,pi_3UIApdIIYr8v36zp0yYtbcEZ,1790011005,406370,usd,
cus_VImODJhx3sAho6,62,Male,Luxembourg,74638,692,3,pm_1UIApeIIYr8v36zp12xweckb,visa,credit,False,13634,Online,merchant_313561,Helsinki,Uusimaa,38370,4111,pi_3UIApfIIYr8v36zp176Menln,1790011007,189265,usd,
cus_VImOH3xRsCjBtv,78,Male,Portugal,33211,566,4,pm_1UIApgIIYr8v36zpBB8KrlZs,visa,credit,True,5144,Swipe,merchant_121767,Amsterdam,North Holland,92929,5732,pi_3UIApgIIYr8v36zp17UxqdHz,1790011009,244471,usd,
cus_VImO8zcR0nqC0x,19,Female,Czech Republic,29673,687,5,pm_1UIApiIIYr8v36zpBGFz3sza,visa,credit,True,3654,Swipe,merchant_693811,Stockholm,Stockholm,43898,5411,pi_3UIApiIIYr8v36zp1Z6Wkosk,1790011010,40382,usd,
cus_VImOhD4cJBwp2R,30,Female,Czech Republic,158388,766,2,pm_1UIApkIIYr8v36zpOtdRM5nx,visa,credit,True,81047,Swipe,merchant_760576,Marseille,Provence-Alpes-Côte d'Azur,21407,5732,pi_3UIApkIIYr8v36zp1NZbDBV0,1790011012,144043,eur,
cus_VImOWCrYdzmuaC,41,Female,France,177655,661,4,pm_1UIAplIIYr8v36zpySu8oAa5,visa,credit,True,71282,Chip,merchant_476767,Stockholm,Stockholm,67378,4111,pi_3UIAplIIYr8v36zp1jUBignT,1790011013,406474,usd,
cus_VImOci0d0J8E9J,26,Male,Luxembourg,138211,687,4,pm_1UIApnIIYr8v36zpPeZZ2yCa,visa,credit,False,34332,Contactless,merchant_521346,Oslo,Oslo,49043,5411,pi_3UIApnIIYr8v36zp1ZcraXCx,1790011015,381861,eur,
cus_VImOb9yl5c5grt,18,Male,Austria,173561,488,4,pm_1UIApoIIYr8v36zpgFWYZpMh,visa,credit,True,30871,Swipe,merchant_123509,Milan,Lombardy,29171,5311,pi_3UIAppIIYr8v36zp1v1nvbeW,1790011017,451905,usd,
cus_VImONsX8w3xRwT,76,Female,Poland,93016,467,1,pm_1UIApqIIYr8v36zpapZ3LJEx,visa,credit,False,74356,Online,merchant_533956,Berlin,Berlin,87713,5812,pi_3UIApqIIYr8v36zp18flu06I,1790011018,316258,eur,
cus_VImOSy14kwEVzN,54,Female,Norway,154696,633,3,pm_1UIAprIIYr8v36zpkqo1dXCp,visa,credit,False,79438,Chip,merchant_805160,Milan,Lombardy,26964,5999,pi_3UIApsIIYr8v36zp0OLM2OVB,1790011020,422536,eur,
cus_VImOEtwKHNUqdm,59,Female,Netherlands,158786,683,5,pm_1UIAptIIYr8v36zpZbCTtXyc,visa,credit,True,84851,Swipe,merchant_205371,Marseille,Provence-Alpes-Côte d'Azur,95113,5541,pi_3UIAptIIYr8v36zp0uI4kCCJ,1790011021,36501,eur,
cus_VImOPMhy1BPg0F,51,Female,Portugal,193102,415,1,pm_1UIApvIIYr8v36zpRQRLKZwc,visa,credit,True,54153,Chip,merchant_259221,Berlin,Berlin,14576,4111,pi_3UIApvIIYr8v36zp1MrF9eJV,1790011023,126751,eur,
cus_VImO0MgY37NRlQ,33,Female,United States,106205,424,3,pm_1UIApwIIYr8v36zpowYgnFpa,visa,credit,False,74664,Online,merchant_599222,Marseille,Provence-Alpes-Côte d'Azur,46213,5411,pi_3UIApxIIYr8v36zp0uW2pTIZ,1790011025,55429,usd,
cus_VImOayE33nHoo9,33,Male,Belgium,47280,432,4,pm_1UIApyIIYr8v36zpO2Vx45DR,visa,credit,True,20977,Swipe,merchant_512416,Stockholm,Stockholm,30568,5912,pi_3UIApyIIYr8v36zp0kicOxOd,1790011026,331021,usd,
cus_VImOlmaNNYcGdb,53,Female,Germany,61786,457,5,pm_1UIAq0IIYr8v36zpICGh5lIk,visa,credit,True,73336,Chip,merchant_952735,Helsinki,Uusimaa,21177,5912,pi_3UIAq0IIYr8v36zp1Cp6Zhsp,1790011028,450233,usd,
cus_VImObWIiD4upOe,76,Male,Luxembourg,197650,740,3,pm_1UIAq1IIYr8v36zppmNMZoQA,visa,credit,True,91849,Swipe,merchant_972286,Lyon,Auvergne-Rhône-Alpes,95298,5541,pi_3UIAq1IIYr8v36zp0uiDDMdo,1790011030,397039,eur,
cus_VImOpqaiqTeODp,69,Female,Italy,52069,710,5,pm_1UIAq3IIYr8v36zpa1jNKpEU,visa,credit,False,84165,Chip,merchant_704610,Miami,Florida,91052,5812,pi_3UIAq3IIYr8v36zp0CbfN2ON,1790011031,430839,usd,
cus_VImON8shjV7Dib,63,Female,United States,55732,668,2,pm_1UIAq4IIYr8v36zpvxPeebKZ,visa,credit,False,32733,Swipe,merchant_764750,Marseille,Provence-Alpes-Côte d'Azur,92141,5732,pi_3UIAq5IIYr8v36zp0NgvtC91,1790011033,226620,usd,
cus_VImOjcDwKeBzvV,51,Female,Belgium,59123,470,3,pm_1UIAq6IIYr8v36zpzRZSjAeD,visa,credit,True,94487,Online,merchant_468741,Munich,Bavaria,17582,5812,pi_3UIAq6IIYr8v36zp0EewZk5x,1790011034,459068,eur,
cus_VImOIJA6SuYOTe,80,Female,Italy,155991,549,3,pm_1UIAq8IIYr8v36zpYYC3kAIz,visa,credit,True,11760,Chip,merchant_501379,Lyon,Auvergne-Rhône-Alpes,98769,5999,pi_3UIAq8IIYr8v36zp0WwbiEzM,1790011036,379909,usd,
cus_VImO1ePQ2jNP50,72,Male,Finland,188874,490,5,pm_1UIAq9IIYr8v36zpvIToOG9X,visa,credit,False,91987,Chip,merchant_943446,Rome,Lazio,93846,5812,pi_3UIAqAIIYr8v36zp1AM886nL,1790011038,250369,eur,
cus_VImODFKY1XFYFK,42,Male,Czech Republic,145671,419,1,pm_1UIAqBIIYr8v36zppDZqqY9s,visa,credit,False,49357,Contactless,merchant_913679,New York,New York,18184,4111,pi_3UIAqBIIYr8v36zp0X9l3VYz,1790011039,331830,eur,
cus_VImPJfxge5OUmB,42,Male,Ireland,85909,310,2,pm_1UIAqCIIYr8v36zprB13ssLS,visa,credit,False,34421,Swipe,merchant_204716,Dublin,Leinster,19764,5411,pi_3UIAqDIIYr8v36zp1KiKr9tX,1790011041,73361,eur,
cus_VImP9emhPzL9k2,80,Female,Austria,47377,425,2,pm_1UIAqEIIYr8v36zpGhGPOyW1,visa,credit,False,61768,Online,merchant_679527,Valencia,Valencian Community,63037,5999,pi_3UIAqFIIYr8v36zp0q5OcwB1,1790011043,235306,usd,
cus_VImPQg5WIm5Fee,72,Female,Netherlands,137475,606,1,pm_1UIAqGIIYr8v36zprFAkrefY,visa,credit,True,16969,Chip,merchant_953235,Naples,Campania,56263,5999,pi_3UIAqGIIYr8v36zp0YNZRe8z,1790011044,498728,eur,
cus_VImPYodmmYZnpO,52,Male,Ireland,177819,372,5,pm_1UIAqIIIYr8v36zpMn5j9daF,visa,credit,False,84282,Contactless,merchant_227329,New York,New York,95264,5411,pi_3UIAqIIIYr8v36zp05LuBMuj,1790011046,245625,usd,
cus_VImP8w8LKiW7yI,77,Male,Italy,174387,824,3,pm_1UIAqJIIYr8v36zpYhtKvd1K,visa,credit,False,87325,Swipe,merchant_331686,Valencia,Valencian Community,17559,5912,pi_3UIAqKIIYr8v36zp0O5IwZ34,1790011048,200036,usd,
cus_VImPNvcoDG7NyS,31,Female,Germany,20158,304,2,pm_1UIAqLIIYr8v36zpk3podj4C,visa,credit,True,49416,Online,merchant_172424,New York,New York,88811,5912,pi_3UIAqLIIYr8v36zp1TLUxJ5Z,1790011049,440043,eur,
cus_VImPxo3gpNEGtY,43,Female,Luxembourg,22493,713,1,pm_1UIAqNIIYr8v36zpr7dDwWOU,visa,credit,False,55344,Swipe,merchant_673925,Hamburg,Hamburg,37092,5912,pi_3UIAqNIIYr8v36zp1nYmRF5Z,1790011051,249892,usd,
cus_VImPLdXru6Obcy,38,Male,Sweden,41648,610,1,pm_1UIAqOIIYr8v36zpiF6SE7Wp,visa,credit,False,59654,Online,merchant_319944,Prague,Prague,51552,5912,pi_3UIAqPIIYr8v36zp1Rpx1XrA,1790011053,107155,eur,
cus_VImPxqZUhGr6pW,49,Male,Belgium,28461,784,5,pm_1UIAqQIIYr8v36zpBmhOthQH,visa,credit,False,42695,Chip,merchant_580617,Houston,Texas,77438,5999,pi_3UIAqQIIYr8v36zp0T47GlsV,1790011054,383441,usd,
cus_VImP1dBeeqami2,68,Female,Norway,81597,695,5,pm_1UIAqRIIYr8v36zpxI67eygk,visa,credit,True,56676,Contactless,merchant_433211,Houston,Texas,49743,5311,pi_3UIAqSIIYr8v36zp1w3PasZE,1790011056,320270,eur,
cus_VImPUvbFUZjYvC,42,Male,Poland,126043,838,2,pm_1UIAqTIIYr8v36zpLXjjvT3G,visa,credit,True,81631,Contactless,merchant_227456,Geneva,Geneva,97297,5812,pi_3UIAqTIIYr8v36zp0QdC71mP,1790011057,491856,usd,
cus_VImP2mV3xLBt1N,26,Male,Finland,42477,723,4,pm_1UIAqUIIYr8v36zp3Za6KBCE,visa,credit,True,76567,Online,merchant_400746,Lyon,Auvergne-Rhône-Alpes,71920,5999,pi_3UIAqVIIYr8v36zp0AMSrxUI,1790011059,488766,eur,
cus_VImPyz1ct2AsDl,42,Male,Luxembourg,83705,383,4,pm_1UIAqWIIYr8v36zpu5fTaBGr,visa,credit,False,91652,Contactless,merchant_417035,Marseille,Provence-Alpes-Côte d'Azur,15999,4111,pi_3UIAqWIIYr8v36zp1ax8DGjR,1790011060,410649,usd,
cus_VImPxZDVuakbkm,69,Female,Belgium,128037,406,4,pm_1UIAqXIIYr8v36zpI5a2Hvzs,visa,credit,False,25337,Online,merchant_305975,Hamburg,Hamburg,80583,5732,pi_3UIAqYIIYr8v36zp16kPo6IQ,1790011062,327013,eur,
cus_VImPG8QoTEExSd,35,Female,Portugal,63795,620,4,pm_1UIAqZIIYr8v36zplGnLpz4d,visa,credit,False,22024,Swipe,merchant_594718,Zurich,Zurich,25801,4111,pi_3UIAqZIIYr8v36zp0iDvn0XB,1790011063,152445,usd,
cus_VImP5dJsEAAYEL,76,Female,Austria,111135,713,4,pm_1UIAqbIIYr8v36zpCPkHUWiz,visa,credit,False,60211,Chip,merchant_649786,Lyon,Auvergne-Rhône-Alpes,15173,5912,pi_3UIAqbIIYr8v36zp0oNDzKRi,1790011065,49401,usd,
cus_VImPx1cYCAcCvp,53,Male,Denmark,66533,695,1,pm_1UIAqcIIYr8v36zpCqIoxxtJ,visa,credit,True,90249,Swipe,merchant_370420,Barcelona,Catalonia,53752,4111,pi_3UIAqdIIYr8v36zp1JQBnkV4,1790011067,403373,usd,
cus_VImPYbaXzRSZGw,53,Female,Switzerland,107045,384,5,pm_1UIAqeIIYr8v36zpp9yVyF5c,visa,credit,False,4981,Swipe,merchant_389633,Amsterdam,North Holland,61914,5411,pi_3UIAqfIIYr8v36zp1dP3fbb6,1790011069,233012,eur,
cus_VImP5eqJxmHwUA,71,Male,Netherlands,98652,315,5,pm_1UIAqgIIYr8v36zpHOI7s3ns,visa,credit,False,29893,Contactless,merchant_618240,Brussels,Brussels,36696,5812,pi_3UIAqgIIYr8v36zp1GpBUSVI,1790011070,354320,eur,
cus_VImP07AFDTNIAL,69,Female,Ireland,105008,787,3,pm_1UIAqhIIYr8v36zpSGbYhTTr,visa,credit,False,38144,Swipe,merchant_442824,Porto,Porto,19069,5411,pi_3UIAqiIIYr8v36zp0EmwTTZ4,1790011072,126716,eur,
cus_VImPWn6qcUVilj,62,Female,Czech Republic,149498,837,5,pm_1UIAqjIIYr8v36zpGanlO0zE,visa,credit,False,42322,Chip,merchant_597649,Amsterdam,North Holland,57322,5999,pi_3UIAqkIIYr8v36zp0nNj5mBp,1790011074,267899,eur,
cus_VImPKS1AImPdyo,33,Female,Ireland,43278,359,4,pm_1UIAqlIIYr8v36zpXWUkVlIy,visa,credit,True,15432,Online,merchant_824604,Prague,Prague,78934,5541,pi_3UIAqlIIYr8v36zp0wbkaIlK,1790011075,67363,usd,
cus_VImPrKpQxMJ6F9,31,Male,Czech Republic,20778,607,5,pm_1UIAqnIIYr8v36zppgoduM9D,visa,credit,False,59430,Chip,merchant_833984,Seattle,Washington,32962,5411,pi_3UIAqnIIYr8v36zp0v6bV2xl,1790011077,24508,eur,
cus_VImPifU1ljAe3p,77,Male,Denmark,142909,404,1,pm_1UIAqoIIYr8v36zpdCrp8a59,visa,credit,True,51870,Chip,merchant_160415,Houston,Texas,21680,4111,pi_3UIAqpIIYr8v36zp0EFUq533,1790011079,364534,usd,
cus_VImPG3aFp2EhbS,76,Male,Germany,135388,825,3,pm_1UIAqqIIYr8v36zp8z2oojF0,visa,credit,True,23523,Swipe,merchant_995349,Naples,Campania,75837,5541,pi_3UIAqqIIYr8v36zp0aiG74iR,1790011080,440233,eur,
cus_VImP5OEe5DswCh,68,Female,Finland,45172,640,2,pm_1UIAqrIIYr8v36zpB2R3v4pq,visa,credit,True,15550,Chip,merchant_576665,Boston,Massachusetts,58437,5912,pi_3UIAqsIIYr8v36zp1olIPCSH,1790011082,353785,eur,
cus_VImP4uEpDZ4sbw,74,Female,Luxembourg,161412,828,3,pm_1UIAqtIIYr8v36zp6I4dKyHX,visa,credit,False,98803,Online,merchant_197096,Helsinki,Uusimaa,74058,4111,pi_3UIAquIIYr8v36zp0Mru6Fcw,1790011084,472158,usd,
cus_VImPg7dOKG4DU5,39,Male,Belgium,160997,670,4,pm_1UIAqvIIYr8v36zpejfPMntx,visa,credit,False,33043,Chip,merchant_267878,Paris,Île-de-France,53185,5812,pi_3UIAqvIIYr8v36zp1VyS2NdK,1790011085,97315,eur,
cus_VImP6jV55PeKfM,64,Female,Finland,122517,586,2,pm_1UIAqxIIYr8v36zpRTC1OP3P,visa,credit,False,9111,Swipe,merchant_541395,Rotterdam,South Holland,99978,5912,pi_3UIAqxIIYr8v36zp1W1EWi8P,1790011087,494334,usd,
cus_VImPhXcaVBGjWi,55,Female,Belgium,107514,437,4,pm_1UIAqyIIYr8v36zpXfwDE4aq,visa,credit,False,77509,Swipe,merchant_732063,Geneva,Geneva,50234,5411,pi_3UIAqzIIYr8v36zp1zsFigkc,1790011089,275161,usd,
cus_VImPQOMKTIPnu1,42,Female,Belgium,136755,834,3,pm_1UIAr0IIYr8v36zpqTpQeRzf,visa,credit,False,73600,Online,merchant_565293,Brussels,Brussels,82265,5999,pi_3UIAr0IIYr8v36zp1Xcnq5EU,1790011090,459588,usd,
cus_VImPpdCyEYl5zv,46,Male,Portugal,52456,563,1,pm_1UIAr1IIYr8v36zp2M3nVOgt,visa,credit,False,63122,Swipe,merchant_630550,Lyon,Auvergne-Rhône-Alpes,60893,5812,pi_3UIAr2IIYr8v36zp1mysetlO,1790011092,176130,usd,
cus_VImP0o2eEbdRD4,78,Male,Italy,159964,489,2,pm_1UIAr3IIYr8v36zp2rBr7dKt,visa,credit,True,15681,Online,merchant_711458,Madrid,Community of Madrid,50454,5912,pi_3UIAr3IIYr8v36zp1KMhJQ5D,1790011093,123467,eur,
cus_VImPg5uJGW5wIT,43,Female,Luxembourg,32335,802,2,pm_1UIAr4IIYr8v36zpMwIb6WsW,visa,credit,True,51067,Chip,merchant_868374,Los Angeles,California,13659,5411,pi_3UIAr5IIYr8v36zp165ngzTc,1790011095,290222,usd,
cus_VImPFvwQblk2u6,58,Male,United States,21298,580,2,pm_1UIAr6IIYr8v36zpWOY7uYWn,visa,credit,True,38081,Swipe,merchant_802490,Lyon,Auvergne-Rhône-Alpes,33342,5999,pi_3UIAr7IIYr8v36zp0ITP9gQ7,1790011097,2712,eur,
cus_VImPEpkgA3yCjA,65,Female,Germany,76468,838,3,pm_1UIAr8IIYr8v36zpZYsGoaQw,visa,credit,False,87858,Swipe,merchant_131020,Boston,Massachusetts,16146,5411,pi_3UIAr8IIYr8v36zp110id2iH,1790011098,136228,eur,
cus_VImPCz1MJIQ2kZ,26,Female,Portugal,124628,522,3,pm_1UIAr9IIYr8v36zpSAAWn7Gg,visa,credit,False,42241,Online,merchant_629187,Copenhagen,Capital Region,11931,5732,pi_3UIAr9IIYr8v36zp1egyiStr,1790011099,346124,usd,
cus_VImQOXELoUEsxz,35,Male,Finland,135554,633,2,pm_1UIArBIIYr8v36zptL05Awhk,visa,credit,False,79150,Chip,merchant_379791,Miami,Florida,76705,5912,pi_3UIArBIIYr8v36zp0wVrZihT,1790011101,234503,usd,
cus_VImQU3qjqhe2Mi,79,Male,Netherlands,145397,758,3,pm_1UIArCIIYr8v36zpLTVgESIJ,visa,credit,False,57372,Online,merchant_730052,Berlin,Berlin,24214,5912,pi_3UIArDIIYr8v36zp1NxUvYtf,1790011103,477223,usd,
